Datos,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45
0.002209946,-0.677281572,-0.082579345,0.789140509,-0.986361303,0.546948158,0.245485487,-0.879473751,0.945817242,-0.401695425,-0.401695425,0.945817242,-0.879473751,0.245485487,0.546948158,-0.986361303,0.789140509,-0.082579345,-0.677281572,1,-0.677281572,-0.082579345,0.789140509,-0.986361303,0.546948158,0.245485487,-0.879473751,0.945817242,-0.401695425,-0.401695425,0.945817242,-0.879473751,0.245485487,0.546948158,-0.986361303,0.789140509,-0.082579345,-0.677281572,1,-0.677281572,-0.082579345,0.789140509,-0.986361303,0.546948158,0.245485487,-0.879473751,-0.735723911,0.996584493,-0.614212713,-0.16459459,0.837166478,-0.969400266,0.475947393,0.324699469,-0.915773327,0.915773327,-0.324699469,-0.475947393,0.969400266,-0.837166478,0.16459459,0.614212713,-0.996584493,0.735723911,-2.94036E-15,-0.735723911,0.996584493,-0.614212713,-0.16459459,0.837166478,-0.969400266,0.475947393,0.324699469,-0.915773327,0.915773327,-0.324699469,-0.475947393,0.969400266,-0.837166478,0.16459459,0.614212713,-0.996584493,0.735723911,-5.88071E-15,-0.735723911,0.996584493,-0.614212713,-0.16459459,0.837166478,-0.969400266,0.475947393
-0.094868776,-0.627176358,-0.213299631,0.89472933,-0.909006535,0.245485487,0.601081147,-0.999453257,0.652585762,0.180880534,-0.879473751,0.922289755,-0.277402909,-0.574328663,0.997813627,-0.677281572,-0.148263648,0.863256481,-0.934564465,0.309016994,0.546948158,-0.995082903,0.701236784,0.115484637,-0.846095252,0.945817242,-0.340293174,-0.518969574,0.991264069,-0.724425205,-0.082579345,0.828008831,-0.956035782,0.371197249,0.490423504,-0.986361303,0.746821477,0.049583755,-0.809016994,0.96520891,-0.401695425,-0.461341163,0.980379966,-0.768401111,-0.016533945,0.789140509,-0.778877279,0.976986831,-0.446608807,-0.41678186,0.969400266,-0.799187997,0.033063369,0.75771487,-0.983505075,0.475947393,0.386499169,-0.960753676,0.818624815,-0.066090584,-0.735723911,0.988947871,-0.504765538,-0.355793847,0.951056516,-0.837166478,0.09904553,0.712928448,-0.993309266,0.533031729,0.324699469,-0.94031939,0.854792713,-0.131892171,-0.689353409,0.996584493,-0.560715057,-0.293250037,0.928554038,-0.871484244,0.16459459,0.665024572,-0.998769969,0.587785252,0.261479941,-0.915773327,0.887222819,-0.197117027,-0.639968541,0.999863305,-0.614212713
-0.034571344,-0.574328663,-0.340293174,0.96520891,-0.768401111,-0.082579345,0.863256481,-0.909006535,0.180880534,0.701236784,-0.986361303,0.431754352,0.490423504,-0.995082903,0.652585762,0.245485487,-0.934564465,0.828008831,-0.016533945,-0.809016994,0.945817242,-0.277402909,-0.627176358,0.997813627,-0.518969574,-0.401695425,0.980379966,-0.724425205,-0.148263648,0.89472933,-0.879473751,0.115484637,0.746821477,-0.973326597,0.371197249,0.546948158,-0.999453257,0.601081147,0.309016994,-0.956035782,0.789140509,0.049583755,-0.846095252,0.922289755,-0.213299631,-0.677281572,-0.818624815,0.94031939,-0.261479941,-0.639968541,0.996584493,-0.504765538,-0.41678186,0.983505075,-0.712928448,-0.16459459,0.90199123,-0.871484244,0.09904553,0.75771487,-0.969400266,0.355793847,0.560715057,-0.999863305,0.587785252,0.324699469,-0.960753676,0.778877279,0.066090584,-0.854792713,0.915773327,-0.197117027,-0.689353409,0.988947871,-0.446608807,-0.475947393,0.993309266,-0.665024572,-0.22942392,0.928554038,-0.837166478,0.033063369,0.799187997,-0.951056516,0.293250037,0.614212713,-0.998769969,0.533031729,0.386499169,-0.976986831,0.735723911
-0.094807793,-0.518969574,-0.461341163,0.997813627,-0.574328663,-0.401695425,0.991264069,-0.627176358,-0.340293174,0.980379966,-0.677281572,-0.277402909,0.96520891,-0.724425205,-0.213299631,0.945817242,-0.768401111,-0.148263648,0.922289755,-0.809016994,-0.082579345,0.89472933,-0.846095252,-0.016533945,0.863256481,-0.879473751,0.049583755,0.828008831,-0.909006535,0.115484637,0.789140509,-0.934564465,0.180880534,0.746821477,-0.956035782,0.245485487,0.701236784,-0.973326597,0.309016994,0.652585762,-0.986361303,0.371197249,0.601081147,-0.995082903,0.431754352,0.546948158,-0.854792713,0.887222819,-0.066090584,-0.818624815,0.915773327,-0.131892171,-0.778877279,0.94031939,-0.197117027,-0.735723911,0.960753676,-0.261479941,-0.689353409,0.976986831,-0.324699469,-0.639968541,0.988947871,-0.386499169,-0.587785252,0.996584493,-0.446608807,-0.533031729,0.999863305,-0.504765538,-0.475947393,0.998769969,-0.560715057,-0.41678186,0.993309266,-0.614212713,-0.355793847,0.983505075,-0.665024572,-0.293250037,0.969400266,-0.712928448,-0.22942392,0.951056516,-0.75771487,-0.16459459,0.928554038,-0.799187997,-0.09904553,0.90199123,-0.837166478
-0.059761735,-0.461341163,-0.574328663,0.991264069,-0.340293174,-0.677281572,0.96520891,-0.213299631,-0.768401111,0.922289755,-0.082579345,-0.846095252,0.863256481,0.049583755,-0.909006535,0.789140509,0.180880534,-0.956035782,0.701236784,0.309016994,-0.986361303,0.601081147,0.431754352,-0.999453257,0.490423504,0.546948158,-0.995082903,0.371197249,0.652585762,-0.973326597,0.245485487,0.746821477,-0.934564465,0.115484637,0.828008831,-0.879473751,-0.016533945,0.89472933,-0.809016994,-0.148263648,0.945817242,-0.724425205,-0.277402909,0.980379966,-0.627176358,-0.401695425,-0.887222819,0.818624815,0.131892171,-0.94031939,0.735723911,0.261479941,-0.976986831,0.639968541,0.386499169,-0.996584493,0.533031729,0.504765538,-0.998769969,0.41678186,0.614212713,-0.983505075,0.293250037,0.712928448,-0.951056516,0.16459459,0.799187997,-0.90199123,0.033063369,0.871484244,-0.837166478,-0.09904553,0.928554038,-0.75771487,-0.22942392,0.969400266,-0.665024572,-0.355793847,0.993309266,-0.560715057,-0.475947393,0.999863305,-0.446608807,-0.587785252,0.988947871,-0.324699469,-0.689353409,0.960753676,-0.197117027,-0.778877279,0.915773327
-0.057330932,-0.401695425,-0.677281572,0.945817242,-0.082579345,-0.879473751,0.789140509,0.245485487,-0.986361303,0.546948158,0.546948158,-0.986361303,0.245485487,0.789140509,-0.879473751,-0.082579345,0.945817242,-0.677281572,-0.401695425,1,-0.401695425,-0.677281572,0.945817242,-0.082579345,-0.879473751,0.789140509,0.245485487,-0.986361303,0.546948158,0.546948158,-0.986361303,0.245485487,0.789140509,-0.879473751,-0.082579345,0.945817242,-0.677281572,-0.401695425,1,-0.401695425,-0.677281572,0.945817242,-0.082579345,-0.879473751,0.789140509,0.245485487,-0.915773327,0.735723911,0.324699469,-0.996584493,0.475947393,0.614212713,-0.969400266,0.16459459,0.837166478,-0.837166478,-0.16459459,0.969400266,-0.614212713,-0.475947393,0.996584493,-0.324699469,-0.735723911,0.915773327,-1.02908E-14,-0.915773327,0.735723911,0.324699469,-0.996584493,0.475947393,0.614212713,-0.969400266,0.16459459,0.837166478,-0.837166478,-0.16459459,0.969400266,-0.614212713,-0.475947393,0.996584493,-0.324699469,-0.735723911,0.915773327,-2.05816E-14,-0.915773327,0.735723911,0.324699469,-0.996584493,0.475947393,0.614212713,-0.969400266
0.039578986,-0.340293174,-0.768401111,0.863256481,0.180880534,-0.986361303,0.490423504,0.652585762,-0.934564465,-0.016533945,0.945817242,-0.627176358,-0.518969574,0.980379966,-0.148263648,-0.879473751,0.746821477,0.371197249,-0.999453257,0.309016994,0.789140509,-0.846095252,-0.213299631,0.991264069,-0.461341163,-0.677281572,0.922289755,0.049583755,-0.956035782,0.601081147,0.546948158,-0.973326597,0.115484637,0.89472933,-0.724425205,-0.401695425,0.997813627,-0.277402909,-0.809016994,0.828008831,0.245485487,-0.995082903,0.431754352,0.701236784,-0.909006535,-0.082579345,-0.94031939,0.639968541,0.504765538,-0.983505075,0.16459459,0.871484244,-0.75771487,-0.355793847,0.999863305,-0.324699469,-0.778877279,0.854792713,0.197117027,-0.988947871,0.475947393,0.665024572,-0.928554038,-0.033063369,0.951056516,-0.614212713,-0.533031729,0.976986831,-0.131892171,-0.887222819,0.735723911,0.386499169,-0.998769969,0.293250037,0.799187997,-0.837166478,-0.22942392,0.993309266,-0.446608807,-0.689353409,0.915773327,0.066090584,-0.960753676,0.587785252,0.560715057,-0.969400266,0.09904553,0.90199123,-0.712928448,-0.41678186,0.996584493
0.069191857,-0.277402909,-0.846095252,0.746821477,0.431754352,-0.986361303,0.115484637,0.922289755,-0.627176358,-0.574328663,0.945817242,0.049583755,-0.973326597,0.490423504,0.701236784,-0.879473751,-0.213299631,0.997813627,-0.340293174,-0.809016994,0.789140509,0.371197249,-0.995082903,0.180880534,0.89472933,-0.677281572,-0.518969574,0.96520891,-0.016533945,-0.956035782,0.546948158,0.652585762,-0.909006535,-0.148263648,0.991264069,-0.401695425,-0.768401111,0.828008831,0.309016994,-0.999453257,0.245485487,0.863256481,-0.724425205,-0.461341163,0.980379966,-0.082579345,-0.960753676,0.533031729,0.665024572,-0.90199123,-0.16459459,0.993309266,-0.386499169,-0.778877279,0.818624815,0.324699469,-0.998769969,0.22942392,0.871484244,-0.712928448,-0.475947393,0.976986831,-0.066090584,-0.94031939,0.587785252,0.614212713,-0.928554038,-0.09904553,0.983505075,-0.446608807,-0.735723911,0.854792713,0.261479941,-0.999863305,0.293250037,0.837166478,-0.75771487,-0.41678186,0.988947871,-0.131892171,-0.915773327,0.639968541,0.560715057,-0.951056516,-0.033063369,0.969400266,-0.504765538,-0.689353409,0.887222819,0.197117027,-0.996584493
0.087939451,-0.213299631,-0.909006535,0.601081147,0.652585762,-0.879473751,-0.277402909,0.997813627,-0.148263648,-0.934564465,0.546948158,0.701236784,-0.846095252,-0.340293174,0.991264069,-0.082579345,-0.956035782,0.490423504,0.746821477,-0.809016994,-0.401695425,0.980379966,-0.016533945,-0.973326597,0.431754352,0.789140509,-0.768401111,-0.461341163,0.96520891,0.049583755,-0.986361303,0.371197249,0.828008831,-0.724425205,-0.518969574,0.945817242,0.115484637,-0.995082903,0.309016994,0.863256481,-0.677281572,-0.574328663,0.922289755,0.180880534,-0.999453257,0.245485487,-0.976986831,0.41678186,0.799187997,-0.75771487,-0.475947393,0.960753676,0.066090584,-0.988947871,0.355793847,0.837166478,-0.712928448,-0.533031729,0.94031939,0.131892171,-0.996584493,0.293250037,0.871484244,-0.665024572,-0.587785252,0.915773327,0.197117027,-0.999863305,0.22942392,0.90199123,-0.614212713,-0.639968541,0.887222819,0.261479941,-0.998769969,0.16459459,0.928554038,-0.560715057,-0.689353409,0.854792713,0.324699469,-0.993309266,0.09904553,0.951056516,-0.504765538,-0.735723911,0.818624815,0.386499169,-0.983505075,0.033063369,0.969400266
0.085522173,-0.148263648,-0.956035782,0.431754352,0.828008831,-0.677281572,-0.627176358,0.863256481,0.371197249,-0.973326597,-0.082579345,0.997813627,-0.213299631,-0.934564465,0.490423504,0.789140509,-0.724425205,-0.574328663,0.89472933,0.309016994,-0.986361303,-0.016533945,0.991264069,-0.277402909,-0.909006535,0.546948158,0.746821477,-0.768401111,-0.518969574,0.922289755,0.245485487,-0.995082903,0.049583755,0.980379966,-0.340293174,-0.879473751,0.601081147,0.701236784,-0.809016994,-0.461341163,0.945817242,0.180880534,-0.999453257,0.115484637,0.96520891,-0.401695425,-0.988947871,0.293250037,0.90199123,-0.560715057,-0.735723911,0.778877279,0.504765538,-0.928554038,-0.22942392,0.996584493,-0.066090584,-0.976986831,0.355793847,0.871484244,-0.614212713,-0.689353409,0.818624815,0.446608807,-0.951056516,-0.16459459,0.999863305,-0.131892171,-0.960753676,0.41678186,0.837166478,-0.665024572,-0.639968541,0.854792713,0.386499169,-0.969400266,-0.09904553,0.998769969,-0.197117027,-0.94031939,0.475947393,0.799187997,-0.712928448,-0.587785252,0.887222819,0.324699469,-0.983505075,-0.033063369,0.993309266,-0.261479941,-0.915773327
0.061313185,-0.082579345,-0.986361303,0.245485487,0.945817242,-0.401695425,-0.879473751,0.546948158,0.789140509,-0.677281572,-0.677281572,0.789140509,0.546948158,-0.879473751,-0.401695425,0.945817242,0.245485487,-0.986361303,-0.082579345,1,-0.082579345,-0.986361303,0.245485487,0.945817242,-0.401695425,-0.879473751,0.546948158,0.789140509,-0.677281572,-0.677281572,0.789140509,0.546948158,-0.879473751,-0.401695425,0.945817242,0.245485487,-0.986361303,-0.082579345,1,-0.082579345,-0.986361303,0.245485487,0.945817242,-0.401695425,-0.879473751,0.546948158,-0.996584493,0.16459459,0.969400266,-0.324699469,-0.915773327,0.475947393,0.837166478,-0.614212713,-0.735723911,0.735723911,0.614212713,-0.837166478,-0.475947393,0.915773327,0.324699469,-0.969400266,-0.16459459,0.996584493,-3.43042E-15,-0.996584493,0.16459459,0.969400266,-0.324699469,-0.915773327,0.475947393,0.837166478,-0.614212713,-0.735723911,0.735723911,0.614212713,-0.837166478,-0.475947393,0.915773327,0.324699469,-0.969400266,-0.16459459,0.996584493,-6.86083E-15,-0.996584493,0.16459459,0.969400266,-0.324699469,-0.915773327,0.475947393,0.837166478
0.061919456,-0.016533945,-0.999453257,0.049583755,0.997813627,-0.082579345,-0.995082903,0.115484637,0.991264069,-0.148263648,-0.986361303,0.180880534,0.980379966,-0.213299631,-0.973326597,0.245485487,0.96520891,-0.277402909,-0.956035782,0.309016994,0.945817242,-0.340293174,-0.934564465,0.371197249,0.922289755,-0.401695425,-0.909006535,0.431754352,0.89472933,-0.461341163,-0.879473751,0.490423504,0.863256481,-0.518969574,-0.846095252,0.546948158,0.828008831,-0.574328663,-0.809016994,0.601081147,0.789140509,-0.627176358,-0.768401111,0.652585762,0.746821477,-0.677281572,-0.999863305,0.033063369,0.998769969,-0.066090584,-0.996584493,0.09904553,0.993309266,-0.131892171,-0.988947871,0.16459459,0.983505075,-0.197117027,-0.976986831,0.22942392,0.969400266,-0.261479941,-0.960753676,0.293250037,0.951056516,-0.324699469,-0.94031939,0.355793847,0.928554038,-0.386499169,-0.915773327,0.41678186,0.90199123,-0.446608807,-0.887222819,0.475947393,0.871484244,-0.504765538,-0.854792713,0.533031729,0.837166478,-0.560715057,-0.818624815,0.587785252,0.799187997,-0.614212713,-0.778877279,0.639968541,0.75771487,-0.665024572,-0.735723911
0.008247469,0.049583755,-0.995082903,-0.148263648,0.980379966,0.245485487,-0.956035782,-0.340293174,0.922289755,0.431754352,-0.879473751,-0.518969574,0.828008831,0.601081147,-0.768401111,-0.677281572,0.701236784,0.746821477,-0.627176358,-0.809016994,0.546948158,0.863256481,-0.461341163,-0.909006535,0.371197249,0.945817242,-0.277402909,-0.973326597,0.180880534,0.991264069,-0.082579345,-0.999453257,-0.016533945,0.997813627,0.115484637,-0.986361303,-0.213299631,0.96520891,0.309016994,-0.934564465,-0.401695425,0.89472933,0.490423504,-0.846095252,-0.574328663,0.789140509,-0.998769969,-0.09904553,0.988947871,0.197117027,-0.969400266,-0.293250037,0.94031939,0.386499169,-0.90199123,-0.475947393,0.854792713,0.560715057,-0.799187997,-0.639968541,0.735723911,0.712928448,-0.665024572,-0.778877279,0.587785252,0.837166478,-0.504765538,-0.887222819,0.41678186,0.928554038,-0.324699469,-0.960753676,0.22942392,0.983505075,-0.131892171,-0.996584493,0.033063369,0.999863305,0.066090584,-0.993309266,-0.16459459,0.976986831,0.261479941,-0.951056516,-0.355793847,0.915773327,0.446608807,-0.871484244,-0.533031729,0.818624815,0.614212713
-0.101489396,0.115484637,-0.973326597,-0.340293174,0.89472933,0.546948158,-0.768401111,-0.724425205,0.601081147,0.863256481,-0.401695425,-0.956035782,0.180880534,0.997813627,0.049583755,-0.986361303,-0.277402909,0.922289755,0.490423504,-0.809016994,-0.677281572,0.652585762,0.828008831,-0.461341163,-0.934564465,0.245485487,0.991264069,-0.016533945,-0.995082903,-0.213299631,0.945817242,0.431754352,-0.846095252,-0.627176358,0.701236784,0.789140509,-0.518969574,-0.909006535,0.309016994,0.980379966,-0.082579345,-0.999453257,-0.148263648,0.96520891,0.371197249,-0.879473751,-0.993309266,-0.22942392,0.94031939,0.446608807,-0.837166478,-0.639968541,0.689353409,0.799187997,-0.504765538,-0.915773327,0.293250037,0.983505075,-0.066090584,-0.998769969,-0.16459459,0.960753676,0.386499169,-0.871484244,-0.587785252,0.735723911,0.75771487,-0.560715057,-0.887222819,0.355793847,0.969400266,-0.131892171,-0.999863305,-0.09904553,0.976986831,0.324699469,-0.90199123,-0.533031729,0.778877279,0.712928448,-0.614212713,-0.854792713,0.41678186,0.951056516,-0.197117027,-0.996584493,-0.033063369,0.988947871,0.261479941,-0.928554038,-0.475947393
-0.025317808,0.180880534,-0.934564465,-0.518969574,0.746821477,0.789140509,-0.461341163,-0.956035782,0.115484637,0.997813627,0.245485487,-0.909006535,-0.574328663,0.701236784,0.828008831,-0.401695425,-0.973326597,0.049583755,0.991264069,0.309016994,-0.879473751,-0.627176358,0.652585762,0.863256481,-0.340293174,-0.986361303,-0.016533945,0.980379966,0.371197249,-0.846095252,-0.677281572,0.601081147,0.89472933,-0.277402909,-0.995082903,-0.082579345,0.96520891,0.431754352,-0.809016994,-0.724425205,0.546948158,0.922289755,-0.213299631,-0.999453257,-0.148263648,0.945817242,-0.983505075,-0.355793847,0.854792713,0.665024572,-0.614212713,-0.887222819,0.293250037,0.993309266,0.066090584,-0.969400266,-0.41678186,0.818624815,0.712928448,-0.560715057,-0.915773327,0.22942392,0.998769969,0.131892171,-0.951056516,-0.475947393,0.778877279,0.75771487,-0.504765538,-0.94031939,0.16459459,0.999863305,0.197117027,-0.928554038,-0.533031729,0.735723911,0.799187997,-0.446608807,-0.960753676,0.09904553,0.996584493,0.261479941,-0.90199123,-0.587785252,0.689353409,0.837166478,-0.386499169,-0.976986831,0.033063369,0.988947871,0.324699469
-0.087647307,0.245485487,-0.879473751,-0.677281572,0.546948158,0.945817242,-0.082579345,-0.986361303,-0.401695425,0.789140509,0.789140509,-0.401695425,-0.986361303,-0.082579345,0.945817242,0.546948158,-0.677281572,-0.879473751,0.245485487,1,0.245485487,-0.879473751,-0.677281572,0.546948158,0.945817242,-0.082579345,-0.986361303,-0.401695425,0.789140509,0.789140509,-0.401695425,-0.986361303,-0.082579345,0.945817242,0.546948158,-0.677281572,-0.879473751,0.245485487,1,0.245485487,-0.879473751,-0.677281572,0.546948158,0.945817242,-0.082579345,-0.986361303,-0.969400266,-0.475947393,0.735723911,0.837166478,-0.324699469,-0.996584493,-0.16459459,0.915773327,0.614212713,-0.614212713,-0.915773327,0.16459459,0.996584493,0.324699469,-0.837166478,-0.735723911,0.475947393,0.969400266,-1.07809E-14,-0.969400266,-0.475947393,0.735723911,0.837166478,-0.324699469,-0.996584493,-0.16459459,0.915773327,0.614212713,-0.614212713,-0.915773327,0.16459459,0.996584493,0.324699469,-0.837166478,-0.735723911,0.475947393,0.969400266,-2.15617E-14,-0.969400266,-0.475947393,0.735723911,0.837166478,-0.324699469,-0.996584493,-0.16459459
-0.060306606,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,0.309016994,-0.809016994,-0.809016994,0.309016994,1,-0.951056516,-0.587785252,0.587785252,0.951056516,-9.80119E-16,-0.951056516,-0.587785252,0.587785252,0.951056516,-1.96024E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-2.94036E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-3.92048E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-4.90059E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-5.88071E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-6.86083E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-7.84095E-15,-0.951056516,-0.587785252,0.587785252,0.951056516,-8.82107E-15
-0.064178226,0.371197249,-0.724425205,-0.909006535,0.049583755,0.945817242,0.652585762,-0.461341163,-0.995082903,-0.277402909,0.789140509,0.863256481,-0.148263648,-0.973326597,-0.574328663,0.546948158,0.980379966,0.180880534,-0.846095252,-0.809016994,0.245485487,0.991264069,0.490423504,-0.627176358,-0.956035782,-0.082579345,0.89472933,0.746821477,-0.340293174,-0.999453257,-0.401695425,0.701236784,0.922289755,-0.016533945,-0.934564465,-0.677281572,0.431754352,0.997813627,0.309016994,-0.768401111,-0.879473751,0.115484637,0.96520891,0.601081147,-0.518969574,-0.986361303,-0.928554038,-0.689353409,0.41678186,0.998769969,0.324699469,-0.75771487,-0.887222819,0.09904553,0.960753676,0.614212713,-0.504765538,-0.988947871,-0.22942392,0.818624815,0.837166478,-0.197117027,-0.983505075,-0.533031729,0.587785252,0.969400266,0.131892171,-0.871484244,-0.778877279,0.293250037,0.996584493,0.446608807,-0.665024572,-0.94031939,-0.033063369,0.915773327,0.712928448,-0.386499169,-0.999863305,-0.355793847,0.735723911,0.90199123,-0.066090584,-0.951056516,-0.639968541,0.475947393,0.993309266,0.261479941,-0.799187997,-0.854792713,0.16459459
0.028411002,0.431754352,-0.627176358,-0.973326597,-0.213299631,0.789140509,0.89472933,-0.016533945,-0.909006535,-0.768401111,0.245485487,0.980379966,0.601081147,-0.461341163,-0.999453257,-0.401695425,0.652585762,0.96520891,0.180880534,-0.809016994,-0.879473751,0.049583755,0.922289755,0.746821477,-0.277402909,-0.986361303,-0.574328663,0.490423504,0.997813627,0.371197249,-0.677281572,-0.956035782,-0.148263648,0.828008831,0.863256481,-0.082579345,-0.934564465,-0.724425205,0.309016994,0.991264069,0.546948158,-0.518969574,-0.995082903,-0.340293174,0.701236784,0.945817242,-0.90199123,-0.778877279,0.22942392,0.976986831,0.614212713,-0.446608807,-0.999863305,-0.41678186,0.639968541,0.969400266,0.197117027,-0.799187997,-0.887222819,0.033063369,0.915773327,0.75771487,-0.261479941,-0.983505075,-0.587785252,0.475947393,0.998769969,0.386499169,-0.665024572,-0.960753676,-0.16459459,0.818624815,0.871484244,-0.066090584,-0.928554038,-0.735723911,0.293250037,0.988947871,0.560715057,-0.504765538,-0.996584493,-0.355793847,0.689353409,0.951056516,0.131892171,-0.837166478,-0.854792713,0.09904553,0.94031939,0.712928448,-0.324699469
0.083269558,0.490423504,-0.518969574,-0.999453257,-0.461341163,0.546948158,0.997813627,0.431754352,-0.574328663,-0.995082903,-0.401695425,0.601081147,0.991264069,0.371197249,-0.627176358,-0.986361303,-0.340293174,0.652585762,0.980379966,0.309016994,-0.677281572,-0.973326597,-0.277402909,0.701236784,0.96520891,0.245485487,-0.724425205,-0.956035782,-0.213299631,0.746821477,0.945817242,0.180880534,-0.768401111,-0.934564465,-0.148263648,0.789140509,0.922289755,0.115484637,-0.809016994,-0.909006535,-0.082579345,0.828008831,0.89472933,0.049583755,-0.846095252,-0.879473751,-0.871484244,-0.854792713,0.033063369,0.887222819,0.837166478,-0.066090584,-0.90199123,-0.818624815,0.09904553,0.915773327,0.799187997,-0.131892171,-0.928554038,-0.778877279,0.16459459,0.94031939,0.75771487,-0.197117027,-0.951056516,-0.735723911,0.22942392,0.960753676,0.712928448,-0.261479941,-0.969400266,-0.689353409,0.293250037,0.976986831,0.665024572,-0.324699469,-0.983505075,-0.639968541,0.355793847,0.988947871,0.614212713,-0.386499169,-0.993309266,-0.587785252,0.41678186,0.996584493,0.560715057,-0.446608807,-0.998769969,-0.533031729,0.475947393
0.067273181,0.546948158,-0.401695425,-0.986361303,-0.677281572,0.245485487,0.945817242,0.789140509,-0.082579345,-0.879473751,-0.879473751,-0.082579345,0.789140509,0.945817242,0.245485487,-0.677281572,-0.986361303,-0.401695425,0.546948158,1,0.546948158,-0.401695425,-0.986361303,-0.677281572,0.245485487,0.945817242,0.789140509,-0.082579345,-0.879473751,-0.879473751,-0.082579345,0.789140509,0.945817242,0.245485487,-0.677281572,-0.986361303,-0.401695425,0.546948158,1,0.546948158,-0.401695425,-0.986361303,-0.677281572,0.245485487,0.945817242,0.789140509,-0.837166478,-0.915773327,-0.16459459,0.735723911,0.969400266,0.324699469,-0.614212713,-0.996584493,-0.475947393,0.475947393,0.996584493,0.614212713,-0.324699469,-0.969400266,-0.735723911,0.16459459,0.915773327,0.837166478,-3.92048E-15,-0.837166478,-0.915773327,-0.16459459,0.735723911,0.969400266,0.324699469,-0.614212713,-0.996584493,-0.475947393,0.475947393,0.996584493,0.614212713,-0.324699469,-0.969400266,-0.735723911,0.16459459,0.915773327,0.837166478,-7.84095E-15,-0.837166478,-0.915773327,-0.16459459,0.735723911,0.969400266,0.324699469,-0.614212713
0.096404871,0.601081147,-0.277402909,-0.934564465,-0.846095252,-0.082579345,0.746821477,0.980379966,0.431754352,-0.461341163,-0.986361303,-0.724425205,0.115484637,0.863256481,0.922289755,0.245485487,-0.627176358,-0.999453257,-0.574328663,0.309016994,0.945817242,0.828008831,0.049583755,-0.768401111,-0.973326597,-0.401695425,0.490423504,0.991264069,0.701236784,-0.148263648,-0.879473751,-0.909006535,-0.213299631,0.652585762,0.997813627,0.546948158,-0.340293174,-0.956035782,-0.809016994,-0.016533945,0.789140509,0.96520891,0.371197249,-0.518969574,-0.995082903,-0.677281572,-0.799187997,-0.960753676,-0.355793847,0.533031729,0.996584493,0.665024572,-0.197117027,-0.90199123,-0.887222819,-0.16459459,0.689353409,0.993309266,0.504765538,-0.386499169,-0.969400266,-0.778877279,0.033063369,0.818624815,0.951056516,0.324699469,-0.560715057,-0.998769969,-0.639968541,0.22942392,0.915773327,0.871484244,0.131892171,-0.712928448,-0.988947871,-0.475947393,0.41678186,0.976986831,0.75771487,-0.066090584,-0.837166478,-0.94031939,-0.293250037,0.587785252,0.999863305,0.614212713,-0.261479941,-0.928554038,-0.854792713,-0.09904553,0.735723911
0.071760737,0.652585762,-0.148263648,-0.846095252,-0.956035782,-0.401695425,0.431754352,0.96520891,0.828008831,0.115484637,-0.677281572,-0.999453257,-0.627176358,0.180880534,0.863256481,0.945817242,0.371197249,-0.461341163,-0.973326597,-0.809016994,-0.082579345,0.701236784,0.997813627,0.601081147,-0.213299631,-0.879473751,-0.934564465,-0.340293174,0.490423504,0.980379966,0.789140509,0.049583755,-0.724425205,-0.995082903,-0.574328663,0.245485487,0.89472933,0.922289755,0.309016994,-0.518969574,-0.986361303,-0.768401111,-0.016533945,0.746821477,0.991264069,0.546948158,-0.75771487,-0.988947871,-0.533031729,0.293250037,0.915773327,0.90199123,0.261479941,-0.560715057,-0.993309266,-0.735723911,0.033063369,0.778877279,0.983505075,0.504765538,-0.324699469,-0.928554038,-0.887222819,-0.22942392,0.587785252,0.996584493,0.712928448,-0.066090584,-0.799187997,-0.976986831,-0.475947393,0.355793847,0.94031939,0.871484244,0.197117027,-0.614212713,-0.998769969,-0.689353409,0.09904553,0.818624815,0.969400266,0.446608807,-0.386499169,-0.951056516,-0.854792713,-0.16459459,0.639968541,0.999863305,0.665024572,-0.131892171,-0.837166478
